180, 0
182, 0
184, 0
186, 0
188, 0
190, 0
192, 0
194, 0
196, 0
198, 0
200, 0
202, 0
204, 0
206, 0
208, 0
210, 0
212, 0
214, 0
216, 0
218, 0
220, 0
222, 0
224, 0
226, 0
228, 0
230, 0
232, 0
234, 0
236, 0
238, 0
240, 0
242, 0
244, 0
246, 0
248, 0
250, 0
252, 0
254, 0
256, 0
258, 0
260, 0
262, 0
264, 0
266, 0
268, 0
270, 0
272, 0
274, 0
276, 0
278, 0
280, 0
282, 0
284, 0
286, 0
288, 0
290, 0
292, 0
294, 0
296, 0
298, 0
300, 0
302, 0
304, 0
306, 0
308, 0
310, 0
312, 0
314, 0
316, 0
318, 0
320, 0
322, 0
324, 0
326, 0
328, 0
330, 0
332, 0
334, 0
336, 0
338, 0
340, 0
342, 0
344, 0
346, 0
348, 0
350, 0
352, 0
354, 0
356, 0
358, 0
360, 0
362, 0
364, 0
366, 0
368, 0
370, 0
372, 0
374, 0
376, 0
378, 0
380, 0
382, 0
384, 0
386, 0
388, 0
390, 0
392, 0
394, 0
396, 0
398, 0
400, 0
402, 0
404, 0
406, 0
408, 0
410, 0
412, 0
414, 0
416, 0
418, 0
420, 0
422, 0
424, 0
426, 0
428, 0
430, 0
432, 0
434, 0
436, 0
438, 0
440, 0
442, 0
444, 0
446, 0
448, 0
450, 0
452, 0
454, 0
456, 0
458, 0
460, 0
462, 0
464, 0
466, 0
468, 0
470, 0
472, 0
474, 0
476, 0
478, 0
480, 0
482, 0
484, 0
486, 0
488, 0
490, 0
492, 0
494, 0
496, 0
498, 0
500, 0
